name,age,mer,mer_type,mer_age,insurancecompany,policynumber,deathbenefit,productname,client,gmbh_num,change_owner_sent_date,aniversarydate,premiumadvancedate,max_anni_review_date,last_coi_date,date_addl_prem_due,calc_method,product_carrier_take_coi_age,date_addl_prem_paid,date_carrier_confirmed_premium,annualstatementdate,view_policy_value_stmt_req_latest_annual_stmt.request_sent_by,view_policy_value_stmt_req_latest_annual_stmt.date_received,view_policy_value_stmt_req_latest_policy_values.request_sent_by,view_policy_value_stmt_req_latest_policy_values.date_received,rerequest,request_made_by,request_sent_via,fpdate,reason,illustration_rec,view_illustration_latest_scenario1_service.illustration_issue,view_illustration_latest_scenario1_service.filetime,product_carrier_will_run_minpa,view_illustration_latest_select_scenarios_2.illustration run date,view_illustration_latest_select_scenarios_2.illustration_issue,min pay illustration age,view_illustration_latest_other.illustration run date,view_illustration_latest_other.illustration_issue,other illustration age,date_of_death,kbc_decision,date_request_made,request_sent_to,date_submitted_carrier,view_policy_value_stmt_req_latest_voc.request_sent_by,view_policy_value_stmt_req_latest_voc.most_recent_received,view_policy_value_stmt_req_latest_voc.complete_flag,coll_rel_agrmnt_date,viewlatest_rate_increase_notification.correspondence_type,date_recvd,effective_date,gender,dob,issueage,sub_tracking_ssn_d,ssn_issue,mpic_provider,mpic_effectivedate,stateofissue,policy_type,product_type,death_benefit_type,note_purchaser,endorsee,policiesid,program,view_policy_consolidated.provider,ilittrustee,loanagreementdate,view_policy_value_stmt_req_latest_policy_values.complete_flag,request_made,view_policy_value_stmt_req_latest_policy_values.most_recent_received,strike_price_paid,adj_strike_price_check,original_strike_price_check,rerequest_check,age_of_illustration,ltr_22_month_response,confirmed_lapse_date,rate_increase,new_owner_name,request_type,view_policy_lonsdale_status_latest.status,payoff_date_service,purchaser,view_best_purchaser_offer_accepted.provider,owner,policies.status,cv,csv,monthly_ga,annual_ga,shaow_acct,coi_estimated,view_policy_value_stmt_req_latest_annual_stmt.most_recent_submitted_carrier,view_policy_value_stmt_req_latest_policy_values.most_recent_submitted_carrier,view_policy_performance_latest.filetime,view_latest_rate_change_notification.correspondence_type,date request sent to carrier,view_illustration_latest_select_scenarios.illustration run date,ssn,mer_need_sep_req,rop,total_death_benefit,db_change,partial_surrender_amount,nullnumberforcrystal,illustration open
"Akins, Dean",80.74,NULL,NULL,NULL,AXA,158208215,5000000.00,Athena UL-DB,,NULL,2009-09-30 21:20:18.000,2008-05-28 07:00:00.000,2008-06-16 07:00:00.000,NULL,2012-04-16 16:52:50.000,2012-04-16 16:52:58.000,Minimum Grace Amount Due,NULL,2012-03-01 21:46:12.000,2012-03-02 19:43:22.000,2011-06-15 07:00:00.000,NULL,NULL,Sabine,2012-06-19 15:33:16.000,NULL,Sabine,Phone,NULL,NULL,2011-06-20 16:15:35.000,NULL,2011-06-20 16:16:14.343,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Distressed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1937-02-25 08:00:00.000,71,NULL,NULL,NULL,NULL,MN,NULL,NULL,NULL,NULL,NULL,Q6UJ9A0098ZN,24,PFG,NULL,2008-06-13 08:00:00.000,Yes,2011-06-17 15:20:10.000,2012-06-19 15:33:16.000,NULL,NULL,NULL,F,77.218934,NULL,2012-06-18 07:00:00.000,NULL,"U.S. Bank National Association, as Securities Intermediary",NULL,Surrender,NULL,NULL,NULL,Pacifica,Lapse,T,F,F,F,F,T,NULL,2012-06-19 15:30:37.000,2011-06-27 22:04:07.377,NULL,NULL,NULL,477364019,NULL,F,5000000.0000,NULL,NULL,NULL,NULL
"Jensen, Helen",86.07,NULL,NULL,NULL,AG,U10033335L,5000000.00,Platinum Provider Ultra 2003,,NULL,NULL,2005-11-28 08:00:00.000,NULL,2012-05-10 07:00:00.000,2012-05-28 23:35:53.000,2012-07-28 23:35:55.000,COI x 1.02 / (1-Prem Exp),NULL,2012-06-11 21:09:09.000,2012-06-13 21:18:14.000,2011-11-28 08:00:00.000,Kathy,2011-12-08 16:26:35.000,Shannon,2012-06-13 21:18:33.000,NULL,NULL,NULL,NULL,NULL,2012-04-12 23:21:35.000,NULL,2012-04-16 23:53:26.157,NULL,NULL,NULL,NULL,2010-08-16 07:00:00.000,NULL,87.343852,NULL,Policy Sale,2010-08-11 07:00:00.000,Carrier,2010-08-11 20:15:53.000,NULL,2010-09-16 21:50:44.000,Yes,NULL,NULL,NULL,NULL,Female,1931-10-31 08:00:00.000,74,NULL,NULL,NULL,NULL,CA,NULL,NULL,NULL,NULL,Spurling Group LLC,Q6UJ9A0028SF,0,MCC,NULL,2005-12-07 08:00:00.000,Yes,2012-04-12 23:21:24.000,2012-06-13 21:18:33.000,NULL,NULL,NULL,F,67.455621,Surrender,NULL,NULL,"Wells Fargo Bank, N.A., as Securities Intermediary",VOC,NULL,NULL,NULL,NULL,Tribunus,Surrender,F,T,F,F,F,F,2011-12-07 17:21:18.000,2012-06-13 21:18:26.000,2011-12-08 16:27:44.957,NULL,NULL,NULL,510287854,NULL,F,5000000.0000,NULL,NULL,NULL,NULL
"Jensen, Helen",86.07,NULL,NULL,NULL,AG,U10033335L,5000000.00,Platinum Provider Ultra 2003,,NULL,NULL,2005-11-28 08:00:00.000,NULL,2012-05-10 07:00:00.000,2012-05-28 23:35:53.000,2012-07-28 23:35:55.000,COI x 1.02 / (1-Prem Exp),NULL,2012-06-11 21:09:09.000,2012-06-13 21:18:14.000,2011-11-28 08:00:00.000,Kathy,2011-12-08 16:26:35.000,Shannon,2012-06-13 21:18:33.000,NULL,NULL,NULL,NULL,NULL,2012-04-12 23:22:44.000,NULL,2012-04-16 23:53:34.533,NULL,NULL,NULL,NULL,2010-08-16 07:00:00.000,NULL,87.343852,NULL,Policy Sale,2010-08-11 07:00:00.000,Carrier,2010-08-11 20:15:53.000,NULL,2010-09-16 21:50:44.000,Yes,NULL,NULL,NULL,NULL,Female,1931-10-31 08:00:00.000,74,NULL,NULL,NULL,NULL,CA,NULL,NULL,NULL,NULL,Spurling Group LLC,Q6UJ9A0028SF,0,MCC,NULL,2005-12-07 08:00:00.000,Yes,2012-04-12 23:22:31.000,2012-06-13 21:18:33.000,NULL,NULL,NULL,F,67.455621,Surrender,NULL,NULL,"Wells Fargo Bank, N.A., as Securities Intermediary",VOC,NULL,NULL,NULL,NULL,Tribunus,Surrender,F,T,F,F,F,F,2011-12-07 17:21:18.000,2012-06-13 21:18:26.000,2011-12-08 16:27:44.957,NULL,NULL,NULL,510287854,NULL,F,5000000.0000,NULL,NULL,NULL,NULL
"Jensen, Helen",86.07,NULL,NULL,NULL,AG,U10033336L,5000000.00,Platinum Provider Ultra 2003,,NULL,NULL,2005-11-28 08:00:00.000,NULL,2012-05-10 07:00:00.000,2012-05-28 23:37:00.000,2012-07-28 23:37:02.000,COI x 1.02 / (1-Prem Exp),NULL,2012-06-11 21:09:54.000,2012-06-13 21:18:55.000,2011-11-28 08:00:00.000,Kathy,2011-12-08 16:28:10.000,Shannon,2012-06-13 21:19:15.000,NULL,NULL,NULL,NULL,NULL,2012-04-12 23:23:53.000,NULL,2012-04-16 23:52:59.643,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Policy Sale,2010-08-25 22:19:25.000,Trust,2010-08-26 22:19:27.000,Sabine,2010-08-30 23:32:03.000,Yes,NULL,NULL,NULL,NULL,Female,1931-10-31 08:00:00.000,74,NULL,NULL,NULL,NULL,CA,NULL,NULL,NULL,NULL,Spurling Group LLC,Q6UJ9A0028SG,0,MCC,NULL,2005-12-07 08:00:00.000,Yes,2012-04-12 23:23:43.000,2012-06-13 21:19:15.000,NULL,NULL,NULL,F,67.455621,Surrender,NULL,NULL,"Wells Fargo Bank, N.A., as Securities Intermediary",VOC,NULL,NULL,NULL,NULL,Tribunus,Surrender,F,T,F,F,F,F,2011-12-07 17:21:33.000,2012-06-13 21:19:06.000,2011-12-08 16:29:02.623,NULL,NULL,NULL,510287854,NULL,F,5000000.0000,NULL,NULL,NULL,NULL
"Jensen, Helen",86.07,NULL,NULL,NULL,AG,U10033336L,5000000.00,Platinum Provider Ultra 2003,,NULL,NULL,2005-11-28 08:00:00.000,NULL,2012-05-10 07:00:00.000,2012-05-28 23:37:00.000,2012-07-28 23:37:02.000,COI x 1.02 / (1-Prem Exp),NULL,2012-06-11 21:09:54.000,2012-06-13 21:18:55.000,2011-11-28 08:00:00.000,Kathy,2011-12-08 16:28:10.000,Shannon,2012-06-13 21:19:15.000,NULL,NULL,NULL,NULL,NULL,2012-04-12 23:24:39.000,NULL,2012-04-16 23:53:08.470,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Policy Sale,2010-08-25 22:19:25.000,Trust,2010-08-26 22:19:27.000,Sabine,2010-08-30 23:32:03.000,Yes,NULL,NULL,NULL,NULL,Female,1931-10-31 08:00:00.000,74,NULL,NULL,NULL,NULL,CA,NULL,NULL,NULL,NULL,Spurling Group LLC,Q6UJ9A0028SG,0,MCC,NULL,2005-12-07 08:00:00.000,Yes,2012-04-12 23:24:31.000,2012-06-13 21:19:15.000,NULL,NULL,NULL,F,67.455621,Surrender,NULL,NULL,"Wells Fargo Bank, N.A., as Securities Intermediary",VOC,NULL,NULL,NULL,NULL,Tribunus,Surrender,F,T,F,F,F,F,2011-12-07 17:21:33.000,2012-06-13 21:19:06.000,2011-12-08 16:29:02.623,NULL,NULL,NULL,510287854,NULL,F,5000000.0000,NULL,NULL,NULL,NULL
"Henderson, Mary",90.96,NULL,NULL,NULL,Trans,60129750,11000000.00,TransUltra EX,,NULL,2010-01-28 23:46:35.000,2005-08-10 22:35:48.000,NULL,NULL,2012-06-10 16:30:06.000,2012-08-10 16:30:12.000,Trans (CSV Catch-Up + Illust COI)/(1-Prem Exp),NULL,2011-08-19 12:57:26.000,2011-08-23 16:16:57.000,2011-08-10 07:00:00.000,Kathy,2011-08-23 22:01:01.000,Shannon,2012-06-14 21:13:41.000,NULL,Sabine,Fax,NULL,NULL,2011-09-27 18:42:49.000,NULL,2011-09-27 18:43:07.060,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Policy Sale,2010-07-20 07:00:00.000,Carrier,2010-07-20 16:16:29.000,NULL,2010-07-21 16:16:41.000,Yes,NULL,NULL,NULL,NULL,Female,1926-12-10 08:00:00.000,78,NULL,NULL,NULL,NULL,CA,NULL,NULL,NULL,NULL,Spurling Group II LLC,Q6UJ9A0022BG,0,MCC,NULL,2005-08-18 08:00:00.000,Yes,2011-09-21 19:38:27.000,2012-06-14 21:13:41.000,NULL,NULL,NULL,F,73.964497,Surrender,NULL,NULL,"U.S. Bank National Association, as Securities Intermediary",VOC,NULL,NULL,NULL,NULL,Tribunus,Surrender,T,F,F,F,F,F,2011-08-23 16:17:14.000,2012-06-14 21:13:31.000,2011-08-23 22:02:09.727,NULL,NULL,NULL,454368492,NULL,F,11000000.0000,NULL,NULL,NULL,NULL
"Karp, Sally",83.52,NULL,NULL,NULL,Phoenix,97526702,3000000.00,PAUL III 1107,,NULL,2011-03-31 22:30:14.000,2007-11-20 08:00:00.000,NULL,2012-01-30 08:00:00.000,2012-04-20 16:54:06.000,2012-04-20 16:54:13.000,Minimum Grace Amount Due,NULL,2012-03-01 21:48:56.000,2012-03-02 19:11:20.000,2011-11-19 08:00:00.000,Sabine,2009-12-02 17:40:15.000,Shannon,2012-06-21 15:09:18.000,NULL,Sabine,Fax,NULL,NULL,2012-03-07 21:37:34.000,NULL,2012-03-07 21:38:21.030,NULL,2011-10-12 17:35:46.000,NULL,73.471400,NULL,NULL,NULL,NULL,Distressed,2011-05-20 07:00:00.000,Carrier,2011-05-20 22:25:21.000,Ashley,2011-05-23 23:31:55.000,Yes,NULL,Rate Increase Notification,2011-10-06 07:00:00.000,2011-11-20 08:00:00.000,Female,1934-05-20 07:00:00.000,73,NULL,NULL,NULL,NULL,CA,NULL,NULL,NULL,NULL,NULL,Q6UJ9A005PEY,9,Oceanus,"Williams, D. John",2008-02-14 08:00:00.000,Yes,2012-03-06 00:10:15.000,2012-06-21 15:09:18.000,2009-07-24 09:16:45.000,T,NULL,F,68.639053,NULL,2012-06-20 07:00:00.000,Y,"U.S. Bank National Association, as Securities Intermediary",VOC,Option 1: Exercise,NULL,NULL,NULL,Pacifica,Lapse,T,F,F,F,F,F,2009-12-01 21:07:22.000,2012-06-21 15:09:10.000,2011-11-29 23:23:49.303,Rate Increase Notification,2011-10-07 18:55:52.000,2011-10-12 17:35:46.000,091242742,NULL,F,3000000.0000,NULL,NULL,NULL,NULL
"Dreyfuss, Jerome",91.37,NULL,NULL,NULL,AXA,156225892,5000000.00,Athena UL II,,NULL,2011-05-26 23:58:59.000,2006-10-27 07:00:00.000,2006-11-14 08:00:00.000,NULL,2012-06-14 18:37:24.000,2012-08-14 18:37:28.000,COI x 1.02 / (1-Prem Exp),NULL,2012-06-18 22:05:24.000,2012-06-19 16:27:10.000,2011-11-13 22:21:32.000,NULL,NULL,Sabine,2012-06-19 16:26:48.000,NULL,Crystal,Fax,NULL,NULL,2011-11-17 17:07:19.000,NULL,2011-11-17 17:07:07.640,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Policy Sale,2012-01-12 19:26:08.000,Trust,2012-01-13 19:26:04.000,Sabine,2010-08-30 18:54:56.000,NULL,NULL,NULL,NULL,NULL,Male,1926-07-12 07:00:00.000,80,NULL,NULL,NULL,NULL,WI,NULL,NULL,NULL,NULL,NULL,Q6UJ9A0037XA,7,Midas,"Brouner, J. Frederic",2007-01-24 08:26:06.000,Yes,2011-11-16 00:24:40.000,2012-06-19 16:26:48.000,NULL,NULL,NULL,F,72.287968,NULL,NULL,NULL,"U.S. Bank National Association, as Securities Intermediary",VOC,NULL,NULL,NULL,NULL,Pacifica,Own,T,F,F,F,F,F,NULL,2012-06-19 16:26:45.000,2011-11-21 22:22:11.500,NULL,NULL,NULL,352185852,NULL,F,5000000.0000,NULL,NULL,NULL,NULL
"Dreyfuss, Jerome",91.37,NULL,NULL,NULL,AXA,156225890,5000000.00,Athena UL II,,NULL,2011-05-26 23:06:42.000,2006-10-27 17:38:46.000,2006-11-14 08:00:00.000,NULL,2012-06-14 19:04:45.000,2012-08-14 19:04:49.000,COI x 1.02 / (1-Prem Exp),NULL,2012-06-18 22:05:03.000,2012-06-19 16:28:33.000,2011-11-13 22:20:28.000,NULL,NULL,Sabine,2012-06-19 16:28:10.000,NULL,Crystal,Fax,NULL,NULL,2011-11-17 17:06:18.000,NULL,2011-11-17 17:06:11.607,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Policy Sale,2010-08-11 07:00:00.000,Carrier,2010-08-11 17:46:27.000,NULL,2010-08-12 17:46:32.000,Yes,NULL,NULL,NULL,NULL,Male,1926-07-12 07:00:00.000,80,NULL,NULL,NULL,NULL,WI,NULL,NULL,NULL,NULL,NULL,Q6UJ9A0036UL,7,Midas,"Brouner, J. Frederic",2007-01-24 08:25:59.000,Yes,2011-11-16 00:24:25.000,2012-06-19 16:28:10.000,NULL,NULL,NULL,F,72.287968,NULL,NULL,NULL,"U.S. Bank National Association, as Securities Intermediary",VOC,NULL,NULL,NULL,NULL,Pacifica,Own,T,F,F,F,F,F,NULL,2012-06-19 16:28:08.000,2011-11-21 22:21:22.657,NULL,NULL,NULL,352185852,NULL,F,5000000.0000,NULL,NULL,NULL,NULL
"Wong, Doris",91.94,NULL,NULL,NULL,PacLife,VF51430850,5000000.00,Versa Flex V,,NULL,2010-02-04 00:53:29.000,2006-04-12 18:31:40.000,NULL,2012-05-18 07:00:00.000,2012-06-12 20:20:26.000,2012-08-12 20:20:31.000,COI x 1.02 / (1-Prem Exp),NULL,2012-06-18 21:50:56.000,2012-06-21 17:58:46.000,2012-04-11 07:00:00.000,NULL,NULL,Shannon,NULL,NULL,Sabine,Fax,NULL,NULL,2012-04-16 22:08:32.000,NULL,2012-04-17 22:09:12.123,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Policy Sale,2010-08-25 21:55:27.000,Trust,2010-08-26 21:55:28.000,Sabine,2010-08-30 17:43:13.000,Yes,NULL,NULL,NULL,NULL,Female,1925-12-16 08:00:00.000,80,NULL,NULL,NULL,NULL,CA,NULL,NULL,NULL,NULL,Spurling Group LLC,Q6UJ9A002HX6,0,MCC,NULL,2006-04-26 08:00:00.000,NULL,2012-04-10 23:44:30.000,2012-06-21 17:59:05.000,NULL,NULL,NULL,F,67.324128,Surrender,NULL,NULL,"U.S. Bank National Association, as Securities Intermediary",VOC,NULL,NULL,NULL,NULL,Tribunus,Surrender,T,F,F,F,F,F,NULL,2012-06-21 17:58:58.000,2012-04-19 15:17:46.740,NULL,NULL,NULL,570282751,NULL,F,5000000.0000,NULL,NULL,NULL,NULL
"Wong, Doris",91.94,NULL,NULL,NULL,PacLife,VF51430850,5000000.00,Versa Flex V,,NULL,2010-02-04 00:53:29.000,2006-04-12 18:31:40.000,NULL,2012-05-18 07:00:00.000,2012-06-12 20:20:26.000,2012-08-12 20:20:31.000,COI x 1.02 / (1-Prem Exp),NULL,2012-06-18 21:50:56.000,2012-06-21 17:58:46.000,2012-04-11 07:00:00.000,NULL,NULL,Shannon,2012-06-21 17:59:05.000,NULL,Sabine,Fax,NULL,NULL,2012-04-16 22:08:32.000,NULL,2012-04-17 22:09:12.123,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Policy Sale,2010-08-25 21:55:27.000,Trust,2010-08-26 21:55:28.000,Sabine,2010-08-30 17:43:13.000,Yes,NULL,NULL,NULL,NULL,Female,1925-12-16 08:00:00.000,80,NULL,NULL,NULL,NULL,CA,NULL,NULL,NULL,NULL,Spurling Group LLC,Q6UJ9A002HX6,0,MCC,NULL,2006-04-26 08:00:00.000,Yes,2012-04-10 23:44:30.000,2012-06-21 17:59:05.000,NULL,NULL,NULL,F,67.324128,Surrender,NULL,NULL,"U.S. Bank National Association, as Securities Intermediary",VOC,NULL,NULL,NULL,NULL,Tribunus,Surrender,T,F,F,F,F,F,NULL,2012-06-21 17:58:58.000,2012-04-19 15:17:46.740,NULL,NULL,NULL,570282751,NULL,F,5000000.0000,NULL,NULL,NULL,NULL
"Cronenwalt, Renee",88.79,NULL,NULL,NULL,JP,JF5575421,6000000.00,Legend Plus,,NULL,2010-10-01 23:08:54.000,2007-04-04 22:43:05.000,2007-05-04 07:00:00.000,2012-05-18 07:00:00.000,2012-06-04 21:06:03.000,2012-08-04 21:06:06.000,COI x 1.02 / (1-Prem Exp),NULL,2012-06-18 22:02:58.000,2012-06-21 17:15:46.000,2012-05-04 18:40:18.000,Shannon,2012-05-17 18:40:03.000,Shannon,2012-06-21 17:16:06.000,NULL,NULL,NULL,NULL,NULL,2012-05-21 16:40:19.000,NULL,2012-06-14 16:41:10.020,NULL,NULL,NULL,NULL,2012-06-05 16:39:04.000,NULL,65.680473,NULL,NULL,2011-05-20 07:00:00.000,Carrier,2011-05-21 00:34:31.000,Sabine,2011-05-31 21:12:17.000,Yes,NULL,NULL,NULL,NULL,Female,1929-02-07 08:00:00.000,78,NULL,NULL,NULL,NULL,CA,NULL,NULL,NULL,NULL,NULL,Q6UJ9A003DT5,9,Oceanus,"Adams, Christina",2007-05-03 08:00:00.000,Yes,2012-05-21 16:40:11.000,2012-06-21 17:16:06.000,2009-03-25 13:15:22.000,NULL,T,F,66.173570,NULL,NULL,NULL,"U.S. Bank National Association for the benefit of Lima Acquisition, LP",VOC,Option 1:Exercise,NULL,NULL,NULL,Pacifica,Option Exercised,F,T,F,F,F,T,2012-05-14 16:51:13.000,2012-06-21 17:15:59.000,2012-05-17 18:40:50.460,NULL,2012-05-14 22:03:37.000,NULL,571245425,NULL,F,6000000.0000,NULL,NULL,NULL,NULL
"Cronenwalt, Renee",88.79,NULL,NULL,NULL,JP,JP5575615,6000000.00,Legend Plus,,NULL,2010-10-01 23:04:15.000,2007-04-04 23:11:30.000,2007-05-04 07:00:00.000,NULL,2012-06-04 21:07:10.000,2012-08-04 21:07:13.000,COI x 1.02 / (1-Prem Exp),NULL,2012-06-18 22:03:41.000,2012-06-21 17:14:59.000,2012-05-04 07:00:00.000,Shannon,2012-05-17 18:37:19.000,Shannon,2012-06-21 17:15:23.000,NULL,Shannon,Fax,NULL,NULL,2012-06-18 18:14:42.000,NULL,2012-06-18 18:16:10.250,NULL,NULL,NULL,NULL,2012-06-05 16:33:01.000,NULL,65.680473,NULL,NULL,2011-05-20 07:00:00.000,Carrier,2011-05-21 00:34:45.000,Sabine,2011-05-31 21:13:00.000,Yes,NULL,NULL,NULL,NULL,Female,1929-02-07 08:00:00.000,78,NULL,NULL,NULL,NULL,CA,NULL,NULL,NULL,NULL,NULL,Q6UJ9A003O6D,9,Oceanus,"Adams, Christina",2007-05-03 08:00:00.000,Yes,2012-06-08 16:55:01.000,2012-06-21 17:15:23.000,2009-03-25 13:16:03.000,NULL,T,F,65.253122,NULL,NULL,NULL,"U.S. Bank National Association for the benefit of Lima Acquisition, LP",VOC,Option 1:Exercise,NULL,NULL,NULL,Pacifica,Option Exercised,F,T,F,F,F,T,2012-05-14 16:50:43.000,2012-06-21 17:15:11.000,2012-05-17 18:38:54.250,NULL,2012-05-14 22:03:09.000,NULL,571245425,NULL,F,6000000.0000,NULL,NULL,NULL,NULL
"Willis, Harold",90.13,NULL,NULL,NULL,Hancock,1203979,5000000.00,Performance UL Core,,NULL,2010-02-13 00:00:43.000,2006-04-06 07:00:00.000,NULL,2012-05-18 07:00:00.000,2012-06-06 22:42:14.000,2012-08-06 22:42:18.000,COI x 1.02 / (1-Prem Exp),NULL,2012-06-18 21:49:55.000,2012-06-20 19:02:52.000,2012-04-06 07:00:00.000,Shannon,2012-04-24 21:38:24.000,Shannon,2012-06-20 19:03:12.000,NULL,Shannon,Fax,NULL,NULL,2012-04-24 07:00:00.000,NULL,2012-04-23 21:12:07.703,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2016-01-17 19:21:44.000,Policy Sale,2012-05-03 17:42:22.000,Trust,2012-05-03 17:42:23.000,Sabine,2012-06-06 21:31:26.000,Yes,NULL,NULL,NULL,NULL,Male,1927-10-07 07:00:00.000,78,NULL,NULL,NULL,NULL,CA,NULL,NULL,NULL,NULL,Spurling Group LLC,Q6UJ9A002X5W,0,MCC,NULL,2006-09-29 08:00:00.000,Yes,2012-04-11 16:02:04.000,2012-06-20 19:03:12.000,NULL,NULL,NULL,F,67.061143,Surrender,NULL,NULL,"U.S. Bank National Association, as Securities Intermediary",VOC,NULL,NULL,NULL,NULL,Tribunus,Deceased,F,T,F,F,F,F,2012-04-17 23:21:03.000,2012-06-20 19:03:05.000,2012-04-24 21:40:19.693,NULL,NULL,NULL,571361000,NULL,F,5000000.0000,NULL,NULL,NULL,NULL
"Jakobson, John",87.5,NULL,NULL,NULL,PacLife,VF51407020,10000000.00,Versa Flex V,,NULL,2010-02-04 00:54:22.000,2005-06-07 19:47:02.000,NULL,NULL,2012-06-07 23:25:43.000,2012-08-07 23:25:46.000,COI x 1.02 / (1-Prem Exp),NULL,2012-06-18 21:32:39.000,2012-06-20 18:27:19.000,2012-06-06 19:48:14.000,Kathy,2011-06-15 07:00:00.000,Shannon,2012-06-20 18:27:09.000,NULL,Shannon,Fax,NULL,NULL,2012-06-13 18:26:49.000,NULL,2012-06-18 18:27:15.080,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017-04-07 17:53:05.000,Policy Sale,2012-02-07 22:02:05.000,Owner,2012-02-07 22:01:58.000,Sabine,2012-02-17 19:54:15.000,Yes,NULL,NULL,NULL,NULL,Male,1930-05-27 07:00:00.000,75,NULL,NULL,NULL,NULL,CA,NULL,NULL,NULL,NULL,"Stone Spring PC, LLC",Q6UJ9A001YUW,0,MCC,NULL,2005-07-16 00:00:00.000,Yes,2012-06-11 15:59:00.000,2012-06-20 18:27:09.000,NULL,NULL,NULL,F,65.417488,Surrender,NULL,NULL,"U.S. Bank National Association, as Securities Intermediary",VOC,NULL,NULL,NULL,NULL,Tribunus,Deceased,T,F,F,F,F,F,2011-06-14 19:19:32.000,2012-06-20 18:27:02.000,2012-06-13 19:48:49.917,NULL,NULL,NULL,110242505,NULL,F,10000000.0000,NULL,NULL,NULL,NULL
"Jakobson, John",87.5,NULL,NULL,NULL,PacLife,VF51393430,10000000.00,Versa Flex V,,NULL,2010-02-04 00:54:38.000,2005-06-07 19:40:00.000,NULL,NULL,2012-06-07 23:26:40.000,2012-08-07 23:26:42.000,COI x 1.02 / (1-Prem Exp),NULL,2012-06-18 21:31:49.000,2012-06-20 18:26:16.000,2012-06-06 19:45:55.000,Kathy,2011-06-15 18:10:43.000,Shannon,2012-06-20 18:26:37.000,NULL,Shannon,Fax,NULL,NULL,2012-06-13 18:24:48.000,NULL,2012-06-18 18:26:29.340,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017-04-07 17:53:05.000,Policy Sale,2012-02-07 08:00:00.000,Owner,2012-02-07 22:01:41.000,Sabine,2012-02-17 19:51:37.000,Yes,NULL,NULL,NULL,NULL,Male,1930-05-27 07:00:00.000,75,NULL,NULL,NULL,NULL,CA,NULL,NULL,NULL,NULL,"Stone Spring PC, LLC",Q6UJ9A001YUV,0,MCC,NULL,2005-07-16 00:00:00.000,Yes,2012-06-11 15:58:23.000,2012-06-20 18:26:37.000,NULL,NULL,NULL,F,65.417488,Surrender,NULL,NULL,"U.S. Bank National Association, as Securities Intermediary",VOC,NULL,NULL,NULL,NULL,Tribunus,Deceased,T,F,F,F,F,F,2011-06-14 19:18:49.000,2012-06-20 18:26:29.000,2012-06-13 19:46:49.597,NULL,NULL,NULL,110242505,NULL,F,10000000.0000,NULL,NULL,NULL,NULL
"Wagner, Robert",87.79,NULL,NULL,NULL,Lincoln,JJ7039958,5000000.00,LifeGuarantee Plus,,NULL,2009-10-07 22:25:40.000,2008-08-07 08:00:00.000,NULL,NULL,2012-06-07 19:28:03.000,2012-08-07 19:28:04.000,Illust COI x 1,NULL,2012-06-18 21:39:33.000,2012-06-20 17:33:20.000,2011-08-07 07:00:00.000,NULL,NULL,Sabine,2012-06-20 17:32:49.000,NULL,Sabine,Fax,2012-04-26 07:00:00.000,Item not received,2012-05-03 15:52:06.000,NULL,2012-05-07 15:52:02.950,NULL,NULL,NULL,NULL,2012-05-18 15:29:11.000,NULL,66.272189,NULL,NULL,2010-08-25 22:18:05.000,Trust,2010-08-26 22:18:06.000,Sabine,2010-08-27 16:26:01.000,Yes,NULL,NULL,NULL,NULL,Male,1930-02-10 08:00:00.000,78,NULL,NULL,NULL,NULL,MN,NULL,NULL,NULL,NULL,NULL,Q6UJ9A0098WT,24,PFG,NULL,2008-09-02 08:00:00.000,Yes,2012-04-10 23:42:58.000,2012-06-20 17:32:49.000,NULL,NULL,NULL,F,66.765285,NULL,NULL,NULL,U.S. Bank National Association,VOC,Surrender,NULL,NULL,NULL,Pacifica,Surrender,F,T,F,F,F,T,NULL,2012-06-20 17:32:47.000,2011-08-24 20:44:42.890,NULL,2012-05-14 18:18:00.000,NULL,559368524,NULL,F,5000000.0000,NULL,NULL,NULL,NULL
